date,price,symbol
2020-01-07,16.8,VFF
2020-01-14,16.82,VFF
2020-01-21,16.84,VFF
2020-02-04,16.86,VFF
2020-02-11,16.88,VFF
2020-02-18,16.91,VFF
2020-02-25,16.9,VFF
2020-03-03,16.95,VFF
2020-03-10,16.91,VFF
2020-03-17,16.89,VFF
2020-03-24,16.89,VFF
2020-03-31,16.89,VFF
2020-04-07,16.93,VFF
2020-04-14,16.96,VFF
2020-04-21,17.0,VFF
2020-04-28,16.97,VFF
2020-05-05,16.98,VFF
2020-05-12,17.02,VFF
2020-05-19,17.08,VFF
2020-05-26,17.06,VFF
2020-06-02,17.13,VFF
2020-06-09,17.15,VFF
2020-06-16,17.17,VFF
2020-06-23,17.18,VFF
2020-06-30,17.23,VFF
2020-07-07,17.25,VFF
2020-07-14,17.25,VFF
2020-07-21,17.27,VFF
2020-07-28,17.29,VFF
2020-08-04,17.31,VFF
2020-08-11,17.33,VFF
2020-08-18,17.35,VFF
2020-08-25,17.37,VFF
2020-09-01,17.39,VFF
2020-09-08,17.37,VFF
2020-09-15,17.42,VFF
2020-09-22,17.44,VFF
2020-09-29,17.45,VFF
2020-10-06,17.47,VFF
2020-10-13,17.53,VFF
2020-10-20,17.56,VFF
2020-10-27,17.58,VFF
2020-11-03,17.59,VFF
2020-11-10,17.62,VFF
2020-11-17,17.64,VFF
2020-11-24,17.69,VFF
2020-12-01,17.69,VFF
2020-12-08,17.69,VFF
2020-12-15,17.72,VFF
2020-12-22,17.74,VFF
2020-12-29,17.75,VFF
2021-01-05,17.77,VFF
2021-01-12,17.79,VFF
2021-01-19,17.82,VFF
2021-01-26,17.84,VFF
2021-02-02,17.85,VFF
2021-02-09,17.88,VFF
2021-02-23,17.91,VFF
2021-03-02,17.93,VFF
2021-03-09,17.96,VFF
2021-03-16,17.96,VFF
2021-03-23,17.99,VFF
2021-03-30,18.0,VFF
2021-04-06,18.0,VFF
2021-04-13,18.01,VFF
2021-04-20,18.06,VFF
2021-04-27,18.09,VFF
2021-05-04,18.11,VFF
2021-05-06,18.11,VFF
2021-05-11,18.18,VFF
2021-05-18,18.19,VFF
2021-05-25,18.21,VFF
2021-06-01,18.23,VFF
2021-06-08,18.29,VFF
2021-06-15,18.28,VFF
2021-06-22,18.32,VFF
2021-06-29,18.32,VFF
2021-07-06,18.36,VFF
2021-07-13,18.38,VFF
2021-07-20,18.42,VFF
2021-07-27,18.43,VFF
2021-08-03,18.45,VFF
2021-08-10,18.47,VFF
2021-08-17,18.54,VFF
2021-08-24,18.56,VFF
2021-08-31,18.59,VFF
2021-09-07,18.62,VFF
2021-09-09,18.62,VFF
2021-09-14,18.65,VFF
2021-09-16,18.64,VFF
2021-09-21,18.65,VFF
2021-09-23,18.65,VFF
2021-09-28,18.7,VFF
2021-09-30,18.71,VFF
2021-10-05,18.72,VFF
2021-10-07,18.73,VFF
2021-10-12,18.75,VFF
2021-10-14,18.75,VFF
2021-10-19,18.77,VFF
2021-10-21,18.78,VFF
2021-10-26,18.8,VFF
2021-10-28,18.8,VFF
2021-11-02,18.82,VFF
2021-11-04,18.83,VFF
2021-11-09,18.85,VFF
2021-11-11,18.86,VFF
2021-11-16,18.87,VFF
2021-11-18,18.9,VFF
2021-11-23,18.91,VFF
2021-11-25,18.92,VFF
2021-11-30,18.93,VFF
2021-12-02,18.94,VFF
2021-12-07,18.96,VFF
2021-12-09,18.98,VFF
2021-12-14,19.0,VFF
2021-12-16,19.01,VFF
2021-12-21,19.05,VFF
2021-12-23,19.08,VFF
2021-12-28,19.1,VFF
2021-12-30,19.1,VFF
2022-01-04,19.12,VFF
2022-01-06,19.13,VFF
2022-01-11,19.16,VFF
2022-01-13,19.18,VFF
2022-01-18,19.19,VFF
2022-01-20,19.2,VFF
2022-01-25,19.23,VFF
2022-01-27,19.24,VFF
2022-02-08,19.29,VFF
2022-02-10,19.3,VFF
2022-02-15,19.32,VFF
2022-02-17,19.32,VFF
2022-02-22,19.34,VFF
2022-02-24,19.35,VFF
2022-03-01,19.38,VFF
2022-03-03,19.39,VFF
2022-03-08,19.39,VFF
2022-03-10,19.41,VFF
2022-03-15,19.43,VFF
2022-03-17,19.45,VFF
2022-03-22,19.46,VFF
2022-03-24,19.48,VFF
2022-03-29,19.5,VFF
2022-03-31,19.51,VFF
2022-04-05,19.54,VFF
2022-04-07,19.54,VFF
2022-04-12,19.57,VFF
2022-04-14,19.58,VFF
2022-04-19,19.58,VFF
